Flight Number,Departure,Arrival,Aircraft,Flight Time,Airline
AA583,TNCB,KMIA,A319,02:35,American Airlines
AA1089,TBPB,KMIA,"B738, B38M, B752",03:43,American Airlines
AA900,SAEZ,KMIA,"B788, B77W",08:50,American Airlines
AA4611,KBUF,KMIA,E175,02:35,American Airlines
AA1142,SKCL,KMIA,"B38M, B752",03:15,American Airlines
AA1488,MUCM,KMIA,"A319, B38M",00:55,American Airlines
AA1102,MMUN,KMIA,"B738, B38M, B752, B772",01:57,American Airlines
AA1144,SKCG,KMIA,"B738, B38M",02:45,American Airlines
AA1301,MWCR,KMIA,B738,01:34,American Airlines
AA3322,KCID,KMIA,E175,02:45,American Airlines
AA1164,KCHS,KMIA,E175,01:22,American Airlines
AA3444,KCVG,KMIA,E175,02:10,American Airlines
AA1033,KCLE,KMIA,"E175, B38M",02:18,American Airlines
AA3376,KCMH,KMIA,E175,02:10,American Airlines
AA1451,MMCZ,KMIA,A319,01:15,American Airlines
AA1800,TNCC,KMIA,B738,02:35,American Airlines
AA159,KDEN,KMIA,B738,03:35,American Airlines
AA3522,KDSM,KMIA,E175,02:50,American Airlines
AA3962,KVPS,KMIA,E175,01:25,American Airlines
AA1020,KDTW,KMIA,B738,03:03,American Airlines
AA3448,TDPD,KMIA,E175,03:00,American Airlines
AA3072,KEGE,KMIA,A319,03:35,American Airlines
AA2691,TFFF,KMIA,B738,03:05,American Airlines
AA3543,MYGF,KMIA,E175,00:30,American Airlines
AA3573,KGNV,KMIA,E175,00:51,American Airlines
AA3884,MYEF,KMIA,E175,00:50,American Airlines
AA1512,SYCJ,KMIA,B38M,04:19,American Airlines
AA3537,MYEM,KMIA,E175,00:50,American Airlines
AA3930,KGRR,KMIA,E175,02:35,American Airlines
AA3640,KGSO,KMIA,E175,01:50,American Airlines
AA3806,KGSP,KMIA,E175,01:25,American Airlines
AA1546,TGPY,KMIA,B738,03:15,American Airlines
AA1182,MGGT,KMIA,"B738, B38M",02:47,American Airlines
AA888,SEGU,KMIA,"B38M, B752",04:00,American Airlines
AA1334,MUHA,KMIA,"A319, B738, B38M",00:45,American Airlines
AA2726,MUHG,KMIA,B738,01:17,American Airlines
AA1347,KIAH,KMIA,"A319, B738, B38M",02:50,American Airlines
AA4271,KHSV,KMIA,E175,01:35,American Airlines
AA2308,KIND,KMIA,B738,02:15,American Airlines
AA1160,KJAX,KMIA,"B738, A320, E175, B38M",00:55,American Airlines
AA892,KMCI,KMIA,B738,02:40,American Airlines
AA3624,KEYW,KMIA,E175,00:35,American Airlines
AA1400,MKJP,KMIA,"A319, B738, B38M",01:40,American Airlines
AA3347,KTYS,KMIA,E175,01:35,American Airlines
AA3071,MDLR,KMIA,A319,02:10,American Airlines
AA1524,KLAS,KMIA,"B38M, A321, B77W, B772, B788",05:07,American Airlines
AA3923,KLEX,KMIA,E175,01:55,American Airlines
AA1338,MRLB,KMIA,"B738, B38M",02:30,American Airlines
AA918,SPJC,KMIA,"A321, B752",05:15,American Airlines
AA4322,KLIT,KMIA,E175,02:05,American Airlines
AA39,EGLL,KMIA,B772,08:12,American Airlines
AA1653,KSDF,KMIA,"A319, B38M",02:00,American Airlines
AA3355,KMSN,KMIA,E175,02:45,American Airlines
AA69,LEMD,KMIA,B788,07:53,American Airlines
AA902,MNMG,KMIA,"B738, B38M",02:15,American Airlines
AA3318,MYAM,KMIA,E175,01:19,American Airlines
AA1128,SKRG,KMIA,B38M,02:55,American Airlines
AA1340,KMEM,KMIA,B738,02:10,American Airlines
AA2196,MMMD,KMIA,A319,01:30,American Airlines
AA1302,MMMX,KMIA,"B738, B38M, B752",03:38,American Airlines
AA4283,KMDT,KMIA,E175,02:30,American Airlines
AA860,KMKE,KMIA,A319,02:40,American Airlines
AA1725,KMSP,KMIA,B738,03:10,American Airlines
AA2611,MKJS,KMIA,B738,01:49,American Airlines
AA3949,MMMY,KMIA,E175,02:40,American Airlines
AA984,SUMU,KMIA,B788,09:05,American Airlines
AA1516,CYUL,KMIA,A319,03:47,American Airlines
AA1342,KBNA,KMIA,B738,01:45,American Airlines
AA284,MYNN,KMIA,"A319, A320, A321, B738, E175",00:40,American Airlines
AA386,KMSY,KMIA,"E175, B738, B38M",01:30,American Airlines
AA409,KJFK,KMIA,"B738, B38M, B752, B772, B788",03:09,American Airlines
AA1117,KLGA,KMIA,"E175, B738, B38M",02:50,American Airlines
AA1196,KEWR,KMIA,"B738, B38M, A321",02:45,American Airlines
AA756,KORF,KMIA,"E175, A319, B38M",01:45,American Airlines
AA3726,MYEH,KMIA,E175,00:39,American Airlines
AA4007,MKBS,KMIA,E175,01:20,American Airlines
AA4535,KOKC,KMIA,E175,02:35,American Airlines
AA2826,KOMA,KMIA,A319,02:55,American Airlines
AA1700,KMCO,KMIA,"A319, A321, B738, B38M",01:10,American Airlines
AA960,MPTO,KMIA,"A319, B752",03:02,American Airlines
AA63,LFPG,KMIA,B772,09:10,American Airlines
AA3508,KPNS,KMIA,E175,01:15,American Airlines
AA1134,SKPE,KMIA,A319,03:40,American Airlines
AA1181,KPHL,KMIA,"B738, A321",02:10,American Airlines
AA1147,KPHX,KMIA,"A321, B738, B38M",04:05,American Airlines
AA1143,KPIT,KMIA,A319,02:10,American Airlines
AA2337,TFFR,KMIA,B738,02:55,American Airlines
AA819,MTPP,KMIA,A320,01:35,American Airlines
AA313,TTPP,KMIA,B38M,03:48,American Airlines
AA2889,KPDX,KMIA,A321,05:25,American Airlines
AA1527,MBPV,KMIA,"B738, B38M",01:20,American Airlines
AA2329,MDPP,KMIA,A321,01:40,American Airlines
AA773,MDPC,KMIA,A321,02:31,American Airlines
AA372,SEQM,KMIA,"B38M, B752",03:45,American Airlines
AA1088,KRDU,KMIA,"A319, B738, B38M",01:35,American Airlines
AA1163,KRIC,KMIA,"E175, B738, B38M",01:50,American Airlines
AA904,SBGL,KMIA,B772,08:20,American Airlines
AA796,MHRO,KMIA,A319,01:40,American Airlines
AA4317,KROC,KMIA,E175,02:35,American Airlines
AA53,LIRF,KMIA,B772,10:05,American Airlines
AA504,KSMF,KMIA,A321,06:05,American Airlines
AA1427,TVSA,KMIA,"A319, B738",03:10,American Airlines
AA752,KSLC,KMIA,"B738, B38M, A321",04:55,American Airlines
AA1604,KSAT,KMIA,"B738, E175",02:25,American Airlines
AA398,KSAN,KMIA,"A321, B38M",05:42,American Airlines
AA369,KSFO,KMIA,A321,06:23,American Airlines
AA498,MROC,KMIA,"B738, B38M, B752",02:25,American Airlines
AA1329,TJSJ,KMIA,"B738, B38M",02:30,American Airlines
AA438,MHLM,KMIA,"B738, B38M",01:55,American Airlines
AA1494,MSLP,KMIA,"B738, B38M",02:15,American Airlines
AA2928,KSNA,KMIA,B738,05:25,American Airlines
AA2724,MUSC,KMIA,B738,00:45,American Airlines
AA912,SCEL,KMIA,B772,08:15,American Airlines
AA1532,MUCU,KMIA,A319,01:10,American Airlines
AA1389,MDST,KMIA,B738,02:09,American Airlines
AA1154,MDSD,KMIA,"B738, B38M",01:50,American Airlines
AA906,SBGR,KMIA,B772,08:10,American Airlines
AA4139,KSRQ,KMIA,E175,01:00,American Airlines
AA3356,KSAV,KMIA,E175,01:05,American Airlines
AA1471,KSEA,KMIA,"B38M, A321",05:35,American Airlines
AA697,TNCM,KMIA,"B738, B752",02:52,American Airlines
AA4283,MBSC,KMIA,E175,01:30,American Airlines
AA3854,KSGF,KMIA,E175,02:50,American Airlines
AA1293,TISX,KMIA,"B738, B38M",02:43,American Airlines
AA318,TKPK,KMIA,"B738, B38M",03:56,American Airlines
AA1716,KSTL,KMIA,"B738, B38M",02:20,American Airlines
AA2295,TLPL,KMIA,"B738, B38M",03:41,American Airlines
AA1391,TIST,KMIA,"B738, B38M, B752",02:25,American Airlines
AA4269,KSYR,KMIA,E175,02:35,American Airlines
AA3301,KTLH,KMIA,E175,01:00,American Airlines
AA1193,KTPA,KMIA,"E175, A319, B738, B38M",00:45,American Airlines
AA1096,MHPR,KMIA,"A319, B738, B38M",02:00,American Airlines
AA1572,CYYZ,KMIA,"A319, B752",03:23,American Airlines
AA4601,KTUL,KMIA,E175,02:30,American Airlines
AA172,MMTL,KMIA,B738,01:25,American Airlines
AA2450,MUVR,KMIA,B738,01:04,American Airlines
AA391,KDCA,KMIA,"E175, B738, B38M",02:00,American Airlines
AA3395,KHPN,KMIA,E175,02:25,American Airlines
AA3652,KICT,KMIA,E175,02:45,American Airlines
AA4442,KILM,KMIA,E175,01:20,American Airlines
AA412,KBDL,KMIA,B738,03:19,American Airlines
AA2582,KJFK,TAPA,B38M,03:40,American Airlines
AA66,KJFK,LEBL,B772,06:30,American Airlines
AA856,KJFK,TXKF,"A319, B38M",01:50,American Airlines
AA585,KJFK,TBPB,B738,04:10,American Airlines
AA953,KJFK,SAEZ,B772,10:48,American Airlines
AA816,KJFK,MMUN,B38M,03:25,American Airlines
AA4296,KJFK,KCVG,E175,01:38,American Airlines
AA4267,KJFK,KCLE,E175,01:25,American Airlines
AA4304,KJFK,KCMH,E175,01:30,American Airlines
AA292,KJFK,VIDP,B77W,14:51,American Airlines
AA720,KJFK,KEGE,A319,05:10,American Airlines
AA2557,KJFK,SYCJ,B38M,05:10,American Airlines
AA4424,KJFK,KIND,E175,01:50,American Airlines
AA857,KJFK,KLAS,B738,05:45,American Airlines
AA100,KJFK,EGLL,"B77W, B772",07:22,American Airlines
AA94,KJFK,LEMD,B772,05:55,American Airlines
AA2995,KJFK,MMMX,B38M,04:40,American Airlines
AA198,KJFK,LIMC,B772,07:10,American Airlines
AA682,KJFK,MKJS,B38M,03:15,American Airlines
AA1166,KJFK,MMMY,A319,04:30,American Airlines
AA4253,KJFK,KBNA,E175,02:10,American Airlines
AA4251,KJFK,KORF,E175,00:55,American Airlines
AA44,KJFK,LFPG,B772,06:40,American Airlines
AA1587,KJFK,KPHX,B38M,05:50,American Airlines
AA4445,KJFK,KPIT,E175,01:15,American Airlines
AA3001,KJFK,MBPV,B38M,03:05,American Airlines
AA2443,KJFK,MDPC,B738,04:13,American Airlines
AA4664,KJFK,KRDU,"E175, CRJ200",02:00,American Airlines
AA973,KJFK,SBGL,B772,08:50,American Airlines
AA236,KJFK,LIRF,B772,08:15,American Airlines
AA1194,KJFK,TVSA,B738,04:45,American Airlines
AA179,KJFK,KSFO,A321,06:42,American Airlines
AA2459,KJFK,KSNA,A321,05:35,American Airlines
AA951,KJFK,SBGR,B789,09:12,American Airlines
AA1596,KJFK,TNCM,A319,03:35,American Airlines
AA3076,KJFK,TLPL,B738,04:05,American Airlines
AA909,KJFK,TIST,A319,03:25,American Airlines
AA146,KJFK,LLBG,B772,10:46,American Airlines
AA167,KJFK,RJTT,B772,13:30,American Airlines
AA4469,KJFK,CYYZ,E175,01:54,American Airlines
AA4538,KJFK,KDCA,E175,00:45,American Airlines
AA4440,KJFK,KORH,E175,00:35,American Airlines
AA2969,TAPA,KJFK,B38M,03:40,American Airlines
AA67,LEBL,KJFK,B772,06:30,American Airlines
AA2700,TXKF,KJFK,"A319, B38M",02:28,American Airlines
AA707,TBPB,KJFK,B738,04:10,American Airlines
AA953,SAEZ,KJFK,B772,10:48,American Airlines
AA1185,MMUN,KJFK,B38M,03:25,American Airlines
AA4296,KCVG,KJFK,E175,01:35,American Airlines
AA4288,KCLE,KJFK,E175,01:25,American Airlines
AA4657,KCMH,KJFK,E175,01:30,American Airlines
AA293,VIDP,KJFK,B77W,14:51,American Airlines
AA1902,KEGE,KJFK,A319,03:25,American Airlines
AA2694,SYCJ,KJFK,B38M,05:10,American Airlines
AA4291,KIND,KJFK,E175,01:39,American Airlines
AA2096,KLAS,KJFK,B738,04:30,American Airlines
AA101,EGLL,KJFK,"B77W, B772",07:08,American Airlines
AA95,LEMD,KJFK,B772,05:55,American Airlines
AA2996,MMMX,KJFK,B38M,04:40,American Airlines
AA199,LIMC,KJFK,B772,08:32,American Airlines
AA682,MKJS,KJFK,B38M,03:15,American Airlines
AA1165,MMMY,KJFK,A319,04:30,American Airlines
AA4306,KBNA,KJFK,E175,02:10,American Airlines
AA4336,KORF,KJFK,E175,00:55,American Airlines
AA45,LFPG,KJFK,B772,06:40,American Airlines
AA1280,KPHX,KJFK,B38M,05:12,American Airlines
AA4444,KPIT,KJFK,E175,01:15,American Airlines
AA3001,MBPV,KJFK,B38M,03:05,American Airlines
AA2443,MDPC,KJFK,B738,04:17,American Airlines
AA4262,KRDU,KJFK,"E175, CRJ200",02:00,American Airlines
AA974,SBGL,KJFK,B772,08:50,American Airlines
AA235,LIRF,KJFK,B772,09:35,American Airlines
AA1194,TVSA,KJFK,B738,04:45,American Airlines
AA164,KSFO,KJFK,A321,05:02,American Airlines
AA2459,KSNA,KJFK,A321,05:35,American Airlines
AA950,SBGR,KJFK,B789,09:12,American Airlines
AA3095,TNCM,KJFK,A319,03:50,American Airlines
AA3076,TLPL,KJFK,B738,04:35,American Airlines
AA909,TIST,KJFK,A319,03:25,American Airlines
AA199,LLBG,KJFK,B772,11:40,American Airlines
AA168,RJTT,KJFK,B772,12:55,American Airlines
AA4422,CYYZ,KJFK,E175,01:46,American Airlines
AA4486,KDCA,KJFK,E175,01:46,American Airlines
AA4440,KORH,KJFK,E175,00:35,American Airlines
AA1602,KLGA,TNCA,B738,04:05,American Airlines
AA4327,KLGA,KAVL,E175,01:20,American Airlines
AA4691,KLGA,KATL,E175,01:55,American Airlines
AA4488,KLGA,KBGR,E175,01:05,American Airlines
AA4472,KLGA,KXNA,E175,02:25,American Airlines
AA4270,KLGA,KBHM,E175,01:55,American Airlines
AA451,KLGA,KBZN,B38M,04:15,American Airlines
AA4496,KLGA,KBUF,E175,00:50,American Airlines
AA552,KLGA,CYYC,B38M,04:45,American Airlines
AA4562,KLGA,KCHS,E175,01:40,American Airlines
AA4554,KLGA,KCHO,E175,00:55,American Airlines
AA4406,KLGA,KCVG,E175,01:20,American Airlines
AA4397,KLGA,KCLE,E175,01:00,American Airlines
AA4506,KLGA,KCAE,E175,01:25,American Airlines
AA4400,KLGA,KCMH,E175,01:05,American Airlines
AA4642,KLGA,KDAY,E175,01:15,American Airlines
AA4250,KLGA,KDSM,E175,02:15,American Airlines
AA591,KLGA,KDTW,"A319, E175",01:10,American Airlines
AA3266,KLGA,KFLL,B38M,02:45,American Airlines
AA2619,KLGA,KGPI,B38M,04:55,American Airlines
AA4498,KLGA,KGRR,E175,01:25,American Airlines
AA4419,KLGA,KGSO,E175,01:05,American Airlines
AA4364,KLGA,KGSP,E175,01:25,American Airlines
AA4500,KLGA,CYHZ,E175,01:25,American Airlines
AA4601,KLGA,KHYA,E175,00:50,American Airlines
AA4427,KLGA,KIND,E175,01:30,American Airlines
AA4555,KLGA,KEYW,E175,02:35,American Airlines
AA4761,KLGA,KTYS,E175,01:30,American Airlines
AA4315,KLGA,KLIT,E175,02:20,American Airlines
AA4463,KLGA,KSDF,E175,01:30,American Airlines
AA4625,KLGA,KMSN,E175,02:15,American Airlines
AA4630,KLGA,KMVY,E175,00:45,American Airlines
AA4582,KLGA,KMEM,E175,02:05,American Airlines
AA4434,KLGA,KMSP,E175,02:10,American Airlines
AA4468,KLGA,CYUL,E175,00:55,American Airlines
AA4488,KLGA,KMYR,E175,01:30,American Airlines
AA4599,KLGA,KACK,E175,00:45,American Airlines
AA2851,KLGA,KBNA,"A319, E175",01:40,American Airlines
AA3090,KLGA,KMSY,A320,02:50,American Airlines
AA4589,KLGA,KORF,E175,00:55,American Airlines
AA4252,KLGA,KOKC,E175,02:50,American Airlines
AA4390,KLGA,KOMA,E175,02:25,American Airlines
AA3083,KLGA,KMCO,B738,02:20,American Airlines
AA3077,KLGA,KPBI,B738,02:30,American Airlines
AA1250,KLGA,KPIT,"A319, E175",00:55,American Airlines
AA4405,KLGA,KPHL,E175,00:30,American Airlines
AA4571,KLGA,KPWM,E175,01:00,American Airlines
AA1159,KLGA,KRDU,"A319, E175",01:00,American Airlines
AA4673,KLGA,KRIC,E175,00:55,American Airlines
AA4605,KLGA,KROA,E175,01:05,American Airlines
AA3089,KLGA,KSRQ,A320,02:40,American Airlines
AA4609,KLGA,KSBN,E175,01:30,American Airlines
AA598,KLGA,KSTL,"A319, E175",01:55,American Airlines
AA4311,KLGA,CYYZ,E175,01:00,American Airlines
AA4341,KLGA,KTUL,E175,02:35,American Airlines
AA640,KLGA,KDCA,A319,00:45,American Airlines
AA4422,KLGA,KILM,E175,01:10,American Airlines
AA1602,TNCA,KLGA,B738,04:05,American Airlines
AA4327,KAVL,KLGA,E175,01:20,American Airlines
AA4691,KATL,KLGA,E175,01:55,American Airlines
AA4488,KBGR,KLGA,E175,01:05,American Airlines
AA4472,KXNA,KLGA,E175,02:25,American Airlines
AA4271,KBHM,KLGA,E175,01:55,American Airlines
AA451,KBZN,KLGA,B38M,04:00,American Airlines
AA4496,KBUF,KLGA,E175,00:50,American Airlines
AA553,CYYC,KLGA,B38M,04:10,American Airlines
AA4633,KCHS,KLGA,E175,01:40,American Airlines
AA4553,KCHO,KLGA,E175,00:55,American Airlines
AA4406,KCVG,KLGA,E175,01:20,American Airlines
AA4369,KCLE,KLGA,E175,01:00,American Airlines
AA4506,KCAE,KLGA,E175,01:25,American Airlines
AA4254,KCMH,KLGA,E175,01:05,American Airlines
AA4642,KDAY,KLGA,E175,01:15,American Airlines
AA4795,KDSM,KLGA,E175,02:15,American Airlines
AA591,KDTW,KLGA,"A319, E175",01:10,American Airlines
AA3266,KFLL,KLGA,B38M,02:45,American Airlines
AA2619,KGPI,KLGA,B38M,04:15,American Airlines
AA4498,KGRR,KLGA,E175,01:25,American Airlines
AA4419,KGSO,KLGA,E175,01:05,American Airlines
AA4364,KGSP,KLGA,E175,01:25,American Airlines
AA4500,CYHZ,KLGA,E175,01:25,American Airlines
AA4601,KHYA,KLGA,E175,00:50,American Airlines
AA4286,KIND,KLGA,E175,01:30,American Airlines
AA4555,KEYW,KLGA,E175,02:35,American Airlines
AA4761,KTYS,KLGA,E175,01:30,American Airlines
AA4317,KLIT,KLGA,E175,02:20,American Airlines
AA4463,KSDF,KLGA,E175,01:30,American Airlines
AA4624,KMSN,KLGA,E175,02:15,American Airlines
AA4630,KMVY,KLGA,E175,00:45,American Airlines
AA4581,KMEM,KLGA,E175,02:05,American Airlines
AA4434,KMSP,KLGA,E175,02:10,American Airlines
AA4772,CYUL,KLGA,E175,00:55,American Airlines
AA4488,KMYR,KLGA,E175,01:30,American Airlines
AA4599,KACK,KLGA,E175,00:45,American Airlines
AA2851,KBNA,KLGA,"A319, E175",01:40,American Airlines
AA3090,KMSY,KLGA,A320,02:50,American Airlines
AA4454,KORF,KLGA,E175,00:55,American Airlines
AA4252,KOKC,KLGA,E175,02:50,American Airlines
AA4390,KOMA,KLGA,E175,02:25,American Airlines
AA3083,KMCO,KLGA,B738,02:20,American Airlines
AA3077,KPBI,KLGA,B738,02:30,American Airlines
AA4602,KPHL,KLGA,E175,00:30,American Airlines
AA1250,KPIT,KLGA,"A319, E175",00:55,American Airlines
AA4571,KPWM,KLGA,E175,01:00,American Airlines
AA1159,KRDU,KLGA,"A319, E175",01:00,American Airlines
AA4461,KRIC,KLGA,E175,00:55,American Airlines
AA4605,KROA,KLGA,E175,01:05,American Airlines
AA3089,KSRQ,KLGA,A320,02:40,American Airlines
AA4609,KSBN,KLGA,E175,01:30,American Airlines
AA1441,KSTL,KLGA,"A319, E175",01:55,American Airlines
AA4347,CYYZ,KLGA,E175,01:00,American Airlines
AA4330,KTUL,KLGA,E175,02:35,American Airlines
AA1563,KDCA,KLGA,A319,00:45,American Airlines
AA4422,KILM,KLGA,E175,01:10,American Airlines
AA6060,KPHL,KALB,CRJ2,00:50,American Airlines
AA6375,KPHL,KABE,CRJ2,00:25,American Airlines
AA204,KPHL,EHAM,B789,07:15,American Airlines
AA870,KPHL,TNCA,A320,04:00,American Airlines
AA5716,KPHL,KAVL,CRJ2,01:10,American Airlines
AA758,KPHL,LGAV,B789,09:45,American Airlines
AA1866,KPHL,KATL,"CRJ2, E175, A320, B738",02:45,American Airlines
AA6378,KPHL,KACY,CRJ2,00:25,American Airlines
AA4766,KPHL,KBWI,CRJ2,00:45,American Airlines
AA5824,KPHL,KBGR,CRJ2,01:05,American Airlines
AA742,KPHL,LEBL,B789,07:30,American Airlines
AA5628,KPHL,KXNA,CRJ7,02:50,American Airlines
AA5331,KPHL,KBHM,CRJ2,02:10,American Airlines
AA549,KPHL,TBPB,B738,04:05,American Airlines
AA5094,KPHL,KBUF,CRJ2,01:20,American Airlines
AA5365,KPHL,KBTV,CRJ2,00:55,American Airlines
AA805,KPHL,MMUN,A321,03:45,American Airlines
AA1344,KPHL,MWCR,A320,03:05,American Airlines
AA6085,KPHL,KCHS,"CRJ2, A319",01:50,American Airlines
AA5889,KPHL,KCHO,CRJ2,00:45,American Airlines
AA5365,KPHL,KCVG,CRJ2,01:40,American Airlines
AA5218,KPHL,KCLE,"CRJ2, A319",01:10,American Airlines
AA6034,KPHL,KCAE,CRJ2,01:15,American Airlines
AA4425,KPHL,KCMH,"CRJ2, E175",01:30,American Airlines
AA5687,KPHL,KDAY,CRJ2,01:30,American Airlines
AA5015,KPHL,KDAB,CRJ2,01:45,American Airlines
AA1781,KPHL,KDEN,A321,03:45,American Airlines
AA5478,KPHL,KDSM,CRJ9,02:40,American Airlines
AA5119,KPHL,KDTW,CRJ2,01:30,American Airlines
AA120,KPHL,OTHH,B789,13:30,American Airlines
AA722,KPHL,EIDW,B789,06:05,American Airlines
AA278,KPHL,EGPH,B789,07:00,American Airlines
AA1870,KPHL,KFLL,A320,02:30,American Airlines
AA404,KPHL,KRSW,A320,02:45,American Airlines
AA5729,KPHL,KGRR,CRJ2,01:20,American Airlines
AA5652,KPHL,KGSO,CRJ2,01:15,American Airlines
AA5058,KPHL,KGSP,CRJ2,01:35,American Airlines
AA4775,KPHL,CYHZ,CRJ2,01:35,American Airlines
AA4542,KPHL,KIAH,"CRJ2, E175, A319",03:45,American Airlines
AA4606,KPHL,KHYA,E175,01:00,American Airlines
AA4808,KPHL,KIND,"CRJ2, E175",01:40,American Airlines
AA5521,KPHL,KJAX,CRJ2,02:00,American Airlines
AA1916,KPHL,KMCI,"CRJ2, A319",02:45,American Airlines
AA1898,KPHL,KEYW,A319,02:25,American Airlines
AA5352,KPHL,KTYS,CRJ2,01:40,American Airlines
AA6382,KPHL,KLNS,CRJ2,00:25,American Airlines
AA589,KPHL,KLAS,A321,05:15,American Airlines
AA6216,KPHL,KLEX,CRJ2,01:40,American Airlines
AA481,KPHL,MRLB,B738,04:35,American Airlines
AA258,KPHL,LPPT,B789,06:30,American Airlines
AA728,KPHL,EGLL,B789,07:05,American Airlines
AA5744,KPHL,KSDF,CRJ2,01:20,American Airlines
AA5742,KPHL,KMSN,CRJ2,01:40,American Airlines
AA740,KPHL,LEMD,B789,06:45,American Airlines
AA4726,KPHL,KMHT,E175,00:50,American Airlines
AA4563,KPHL,KMEM,"E175, CRJ9",01:55,American Airlines
AA6217,KPHL,KMDT,CRJ2,01:05,American Airlines
AA298,KPHL,LIMC,B788,07:30,American Airlines
AA5973,KPHL,KMKE,CRJ2,01:35,American Airlines
AA5358,KPHL,KMSP,CRJ9,02:05,American Airlines
AA2622,KPHL,MKJS,A321,03:10,American Airlines
AA5718,KPHL,CYUL,CRJ2,01:00,American Airlines
AA5297,KPHL,KMYR,"CRJ2, A319",02:05,American Airlines
AA798,KPHL,KBNA,A319,01:30,American Airlines
AA1913,KPHL,MYNN,A319,02:15,American Airlines
AA1167,KPHL,KMSY,A319,02:20,American Airlines
AA746,KPHL,LFMN,B789,07:30,American Airlines
AA5571,KPHL,KORF,CRJ2,01:05,American Airlines
AA5103,KPHL,KOMA,CRJ9,02:35,American Airlines
AA1993,KPHL,KMCO,"A320, A321",02:45,American Airlines
AA1647,KPHL,KPBI,"A320, A321",02:30,American Airlines
AA754,KPHL,LFPG,B789,07:15,American Airlines
AA765,KPHL,KPHX,"B738, A321",04:45,American Airlines
AA1948,KPHL,KPIT,"CRJ2, E175, A319, A320",01:15,American Airlines
AA1089,KPHL,KPDX,A321,04:55,American Airlines
AA4692,KPHL,KPWM,"E175, CRJ2, CRJ9",00:55,American Airlines
AA4579,KPHL,KPVD,"E175, CRJ2",00:50,American Airlines
AA721,KPHL,MBPV,A321,02:40,American Airlines
AA452,KPHL,MDPC,A321,03:15,American Airlines
AA2644,KPHL,KRDU,"E175, A319, A320",01:35,American Airlines
AA6051,KPHL,KRIC,CRJ2,00:50,American Airlines
AA5927,KPHL,KROA,CRJ2,00:50,American Airlines
AA4533,KPHL,KROC,E175,00:45,American Airlines
AA718,KPHL,LIRF,B789,08:00,American Airlines
AA5945,KPHL,KSBY,CRJ2,00:30,American Airlines
AA811,KPHL,KSLC,A321,04:00,American Airlines
AA2058,KPHL,KSAT,A319,03:25,American Airlines
AA2066,KPHL,KSAN,A321,05:15,American Airlines
AA614,KPHL,KSFO,"B738, A321",05:30,American Airlines
AA1529,KPHL,TJSJ,"B738, A321",04:30,American Airlines
AA823,KPHL,MDSD,A321,03:00,American Airlines
AA2472,KPHL,KSRQ,A320,02:05,American Airlines
AA4490,KPHL,KSAV,"E175, CRJ9",01:25,American Airlines
AA436,KPHL,KSEA,A321,05:45,American Airlines
AA2312,KPHL,TNCM,A319,03:30,American Airlines
AA1733,KPHL,KSTL,"CRJ2, A319, A320",01:45,American Airlines
AA639,KPHL,TIST,A319,03:25,American Airlines
AA6180,KPHL,KUNV,CRJ2,00:45,American Airlines
AA6179,KPHL,KSYR,CRJ2,00:45,American Airlines
AA809,KPHL,KTPA,"A320, A321",02:45,American Airlines
AA5880,KPHL,CYYZ,CRJ2,00:55,American Airlines
AA714,KPHL,LIPZ,B788,08:30,American Airlines
AA4515,KPHL,KDCA,"CRJ2, E175",01:00,American Airlines
AA5683,KPHL,KART,CRJ2,00:50,American Airlines
AA6099,KPHL,KILM,CRJ2,01:50,American Airlines
AA4307,KPHL,KBDL,"E175, CRJ2",00:40,American Airlines
AA5826,KPHL,KORH,CRJ2,01:00,American Airlines
AA92,KPHL,LSZH,B788,08:00,American Airlines
AA5930,KALB,KPHL,CRJ2,00:50,American Airlines
AA6376,KABE,KPHL,CRJ2,00:25,American Airlines
AA203,EHAM,KPHL,B788,07:15,American Airlines
AA534,TNCA,KPHL,A320,04:00,American Airlines
AA5716,KAVL,KPHL,CRJ2,01:10,American Airlines
AA759,LGAV,KPHL,B789,09:45,American Airlines
AA1009,KATL,KPHL,"CRJ2, E175, A320, B738",02:45,American Airlines
AA6378,KACY,KPHL,CRJ2,00:25,American Airlines
AA4726,KBWI,KPHL,CRJ2,00:45,American Airlines
AA5819,KBGR,KPHL,CRJ2,01:05,American Airlines
AA753,LEBL,KPHL,B789,07:30,American Airlines
AA5628,KXNA,KPHL,CRJ7,02:50,American Airlines
AA5187,KBHM,KPHL,CRJ2,02:10,American Airlines
AA551,TBPB,KPHL,B738,04:05,American Airlines
AA4616,KBUF,KPHL,CRJ2,01:20,American Airlines
